Gene	Chr_Pos	UniProtID	Descriptor	EC
ABHD12	20p11.21	Q8N2K0	Lysophosphatidylserine lipase ABHD12 (2-arachidonoylglycerol hydrolase ABHD12) (Abhydrolase domain-containing protein 12) (hABHD12) (Monoacylglycerol lipase ABHD12) (Oxidized phosphatidylserine lipase ABHD12) [C20orf22]	EC 3.1.1.23
ABHD16B	20	Q9H3Z7	ABHD16B (Alpha/beta hydrolase domain-containing protein 16B) (Abhydrolase domain-containing protein 16B) [C20orf135]	EC 3.1.1.111
ACOT8	20q12-q13.1	O14734	Acyl-coenzyme A thioesterase 8 (Acyl-CoA thioesterase 8) (Choloyl-coenzyme A thioesterase) (HIV-Nef-associated acyl-CoA thioesterase) (Peroxisomal acyl-CoA thioesterase 2) (PTE-2) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (PTE-1) (Peroxisomal long-chain acyl-CoA thioesterase 1) (Thioesterase II) (hACTE-III) (hACTEIII) (hTE) [ACTEIII] [PTE1]	EC 3.1.2.27
ACSS1	20p11.21-p11.23 Q9NUB1	ACS2L_HUMAN 614355 Acetyl-coenzyme A synthetase 2-like, mitochondrial precursor (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acetyl-CoA synthetase 2) (AceCS2) (Acyl-CoA synthetase short-chain family member 1) (Propionate--CoA ligase) (EC 6.2.1.17) [ACAS2L] [KIAA1846]		
ACSS2	20q11.21	Q9NR19	A synthetase, cytoplasmic (Acetate--CoA ligase) (Acetyl-CoA synthetase) (ACS) (AceCS) (Acetyl-CoA synthetase 1) (AceCS1) (Acyl-CoA synthetase short-chain family member 2) (Acyl-activating enzyme) (Propionate--CoA ligase) [ACAS2]	EC 6.2.1.17
ADA	20q12-q13.11	P00813	deaminase (Adenosine aminohydrolase) [ADA1]	EC 3.5.4.4
AHCY	20cen-q13.1	P23526	(AdoHcyase) (S-adenosyl-L-homocysteine hydrolase) [SAHH]	EC 3.13.2.1
ATP9A	20q13.1	O75110	Probable phospholipid-transporting ATPase IIA (ATPase class II type 9A) [ATPIIA] [KIAA0611]	EC 7.6.2.1
AURKA	20q13.2	O14965	Aurora kinase A (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (Breast tumor-amplified kinase) (Ipl1- and aurora-related kinase 1) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase Ayk1) (Serine/threonine-protein kinase aurora-A) [AIK] [AIRK1] [ARK1] [AURA] [AYK1] [BTAK] [IAK1] [STK15] [STK6]	EC 2.7.11.1
B4GALT5	20q13.1-q13.2	O43286	Beta-1,4-galactosyltransferase 5 (Beta-1,4-GalTase 5) (Beta4Gal-T5) (b4Gal-T5) (Beta-1,4-GalT II) (Glucosylceramide beta-1,4-galactosyltransferase) (Lactosylceramide synthase) (LacCer synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 5) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 5)	EC 2.4.1.274
BIRC7	20q13.3	Q96CA5	Baculoviral IAP repeat-containing protein 7 (Kidney inhibitor of apoptosis protein) (KIAP) (Livin) (Melanoma inhibitor of apoptosis protein) (ML-IAP) (RING finger protein 50) (RING-type E3 ubiquitin transferase BIRC7) [Contains: Baculoviral IAP repeat-containing protein 7 30kDa subunit (Truncated livin) (p30-Livin) (tLivin)] [KIAP] [LIVIN] [MLIAP] [RNF50] [UNQ5800/PRO19607/PRO21344]	EC 2.3.2.27
CDC25B	20p13	P30305	M-phase inducer phosphatase 2 (Dual specificity phosphatase Cdc25B) [CDC25HU2]	EC 3.1.3.48
CDK5RAP1	20q11.1-q11.23	Q96SZ6	Mitochondrial tRNA methylthiotransferase CDK5RAP1 precursor (CDK5 activator-binding protein C42) (CDK5 regulatory subunit-associated protein 1) (mt-tRNA-2-methylthio-N6-dimethylallyladenosine synthase) (mt-tRNA-N6-(dimethylallyl)adenosine(37) methylthiotransferase) [C20orf34] [CGI-05] [HSPC167]	EC 2.8.4.3
CDS2	20p13	O95674	cytidylyltransferase 2 (CDP-DAG synthase 2) (CDP-DG synthase 2) (CDP-diacylglycerol synthase 2) (CDS 2) (CDP-diglyceride pyrophosphorylase 2) (CDP-diglyceride synthase 2) (CTP:phosphatidate cytidylyltransferase 2)	EC 2.7.7.41
CHD6	20q12	Q8TD26	protein 6 (CHD-6) (ATP-dependent helicase CHD6) (Radiation-induced gene B protein) [CHD5] [KIAA1335] [RIGB]	EC 3.6.4.12
CRLS1	20p12.3-p13	Q9UJA2	Cardiolipin synthase (CMP-forming) (CLS) (Protein GCD10 homolog) [C20orf155] [CLS1]	EC 2.7.8.41
CSNK2A1	20p13	P68400	Casein kinase II subunit alpha (CK II alpha) [CK2A1]	EC 2.7.11.1
CTSA	20q13.1	P10619	protective protein precursor (Carboxypeptidase C) (Carboxypeptidase L) (Cathepsin A) (Protective protein cathepsin A) (PPCA) (Protective protein for beta-galactosidase) [Contains: Lysosomal protective protein 32 kDa chain; Lysosomal protective protein 20 kDa chain] [PPGB]	EC 3.4.16.5
CTSZ	20q13	Q9UBR2	Z precursor (Cathepsin P) (Cathepsin X)	EC 3.4.18.1
CYP24A1	20q13	Q07973	1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial precursor (24-OHase) (Vitamin D(3) 24-hydroxylase) (Cytochrome P450 24A1) (Cytochrome P450-CC24) [CYP24]	EC 1.14.15.16
DDX27	20q13.13	Q96GQ7	Probable ATP-dependent RNA helicase DDX27 (DEAD box protein 27) [cPERP-F] [RHLP] [HSPC259] [PP3241]	EC 3.6.4.13
DHX35	20q11.22-q12	Q9H5Z1	RNA helicase DHX35 (DEAH box protein 35) [C20orf15] [DDX35]	EC 3.6.4.13
DNMT3B	20q11.2	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B (Dnmt3b) (DNA methyltransferase HsaIIIB) (DNA MTase HsaIIIB) (M.HsaIIIB)	EC 2.1.1.37
DPM1	20q13.13-q13.2	O60762	mannosyltransferase subunit 1 (Dolichol-phosphate mannose synthase subunit 1) (DPM synthase subunit 1) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 1) (Mannose-P-dolichol synthase subunit 1) (MPD synthase subunit 1)	EC 2.4.1.83
DTD1	20p11.23	Q8TEA8	deacylase 1 (DTD) (DNA-unwinding element-binding protein B) (DUE-B) (Gly-tRNA(Ala) deacylase) (Histidyl-tRNA synthase-related) [C20orf88] [DUEB] [HARS2]	EC 3.1.1.96
DUSP15	20q11.1	Q9H1R2	Dual specificity protein phosphatase 15 (VH1-related member Y) (Vaccinia virus VH1-related dual-specific protein phosphatase Y) [C20orf57] [VHY]	EC 3.1.3.48
ENTPD6	20q11.2	O75354	Ectonucleoside triphosphate diphosphohydrolase 6 (NTPDase 6) (CD39 antigen-like 2) [CD39L2] [IL6ST2]	EC 3.6.1.6
EYA2	20q13.1	O00167	phosphatase EYA2 (Eyes absent homolog 2) [EAB1]	EC 3.1.3.48
FKBP1A	20p13	P62942	Peptidyl-prolyl cis-trans isomerase FKBP1A (PPIase FKBP1A) (12 kDa FK506-binding protein) (12 kDa FKBP) (FKBP-12) (Calstabin-1) (FK506-binding protein 1A) (FKBP-1A) (Immunophilin FKBP12) (Rotamase) [FKBP1] [FKBP12]	EC 5.2.1.8
GGT7	20q11.22	Q9UJ14	hydrolase 7 precursor (Gamma-glutamyltransferase 7) (GGT 7) (Gamma-glutamyltransferase-like 3) (Gamma-glutamyltransferase-like 5) (Gamma-glutamyltranspeptidase 7) [Contains: Glutathione hydrolase 7 heavy chain; Glutathione hydrolase 7 light chain] [GGTL3] [GGTL5]	EC 2.3.2.2
GPCPD1	20p12.3	Q9NPB8	Glycerophosphocholine phosphodiesterase GPCPD1 (Glycerophosphodiester phosphodiesterase 5) [GDE5] [KIAA1434]	EC 3.1.4.2
GSS	20q11.2	P48637	synthetase (GSH synthetase) (GSH-S) (Glutathione synthase)	EC 6.3.2.3
HAO1	20p12	Q9UJM8	2-Hydroxyacid oxidase 1 (HAOX1) (Glycolate oxidase) (GO) (GOX) (Glyoxylate oxidase) [GOX1]	EC 1.2.3.5
HCK	20q11.1-q11.21	P08631	kinase HCK (Hematopoietic cell kinase) (Hemopoietic cell kinase) (p59-HCK/p60-HCK) (p59Hck) (p61Hck)	EC 2.7.10.2
HELZ2	20q13.33	Q9BYK8	3'-5' exoribonuclease HELZ2 (ATP-dependent RNA helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (Helicase with zinc finger domain 2) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein) [KIAA1769] [PRIC285]	EC 3.6.4.13
ITCH	20q11.22-q11.23 Q96J02	ITCH_HUMAN	ubiquitin-protein ligase Itchy homolog (Itch) (Atrophin-1-interacting protein 4) (AIP4) (HECT-type E3 ubiquitin transferase Itchy homolog) (NFE2-associated polypeptide 1) (NAPP1)	EC 2.3.2.26
ITPA	20p	Q9BY32	triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase) (Putative oncogene protein hlc14-06-p) [C20orf37] [My049] [OK/SW-cl.9]	EC 3.6.1.9
LPIN3	20q11.2-q12	Q9BQK8	Phosphatidate phosphatase LPIN3 (Lipin-3) (Lipin-3-like) [LIPN3L]	EC 3.1.3.4
MCM8	20p12.3	Q9UJA3	helicase MCM8 (Minichromosome maintenance 8) [C20orf154]	EC 3.6.4.12
MMP9	20q11.2-q13.1	P14780	metalloproteinase-9 precursor (MMP-9) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B) (GELB) [Contains: 67 kDa matrix metalloproteinase-9; 82 kDa matrix metalloproteinase-9] [CLG4B]	EC 3.4.24.35
MOCS3	20q13.13	O95396	Adenylyltransferase and sulfurtransferase MOCS3 (Molybdenum cofactor synthesis protein 3) (Molybdopterin synthase sulfurylase) (MPT synthase sulfurylase) [Includes: Molybdopterin-synthase adenylyltransferase (Adenylyltransferase MOCS3) (Sulfur carrier protein MOCS2A adenylyltransferase); Molybdopterin-synthase sulfurtransferase (Sulfur carrier protein MOCS2A sulfurtransferase) (Sulfurtransferase MOCS3)] [UBA4]	EC 2.8.1.11
MYLK2	20q13.31	Q9H1R3	Myosin light chain kinase 2, skeletal/cardiac muscle (MLCK2)	EC 2.7.11.18
NAA20	20p11.23	P61599	N-alpha-acetyltransferase 20 (Methionine N-acetyltransferase) (N-acetyltransferase 5) (N-terminal acetyltransferase B complex catalytic subunit NAA20) (N-terminal acetyltransferase B complex catalytic subunit NAT5) (NatB complex subunit NAT5) (NatB catalytic subunit) [NAT5]	EC 2.3.1.254
NANP	20p11.1	Q8TBE9	(Haloacid dehalogenase-like hydrolase domain-containing protein 4) (Neu5Ac-9-Pase) [C20orf147] [HDHD4]	EC 3.1.3.29
NCOA3	20q12	Q9Y6Q9	Nuclear receptor coactivator 3 (NCoA-3) (ACTR) (Amplified in breast cancer 1 protein) (AIB-1) (CBP-interacting protein) (pCIP) (Class E basic helix-loop-helix protein 42) (bHLHe42) (Receptor-associated coactivator 3) (RAC-3) (Steroid receptor coactivator protein 3) (SRC-3) (Thyroid hormone receptor activator molecule 1) (TRAM-1) [AIB1] [BHLHE42] [RAC3] [TRAM1]	EC 2.3.1.48
NFS1	20q11.21	Q9Y697	desulfurase precursor [NIFS] [HUSSY-08]	EC 2.8.1.7
PAK5	20p12	Q9P286	kinase PAK 5 (p21-activated kinase 5) (PAK-5) (p21-activated kinase 7) (PAK-7) [KIAA1264] [PAK7]	EC 2.7.11.1
PANK2	20p13	Q9BZ23	Pantothenate kinase 2, mitochondrial precursor (hPanK2) (Pantothenic acid kinase 2) [Contains: Pantothenate kinase 2, mitochondrial intermediate form (iPanK2); Pantothenate kinase 2, mitochondrial mature form (mPanK2)] [C20orf48]	EC 2.7.1.33
PCIF1	20q13.12	Q9H4Z3	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase (Cap-specific adenosine methyltransferase) (CAPAM) (hCAPAM) (Phosphorylated CTD-interacting factor 1) (hPCIF1) (Protein phosphatase 1 regulatory subunit 121) [C20orf67] [CAPAM] [PPP1R121]	EC 2.1.1.62
PCK1	20q13.31	P35558	Phosphoenolpyruvate carboxykinase, cytosolic [GTP] (PEPCK-C) (Serine-protein kinase PCK1) [PEPCK1]	EC 4.1.1.32
PCSK2	20p11.2	P16519	convertase 2 precursor (NEC 2) (KEX2-like endoprotease 2) (Prohormone convertase 2) (Proprotein convertase 2) (PC2) [NEC2]	EC 3.4.21.94
PEDS1	20q13.13	A5PLL7	Plasmanylethanolamine desaturase 1 (Transmembrane protein 189) [KUA] [PDES] [TMEM189]	EC 1.14.19.77
PLCB1	20p12	Q9NQ66	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 (PLC-154) (Phosphoinositide phospholipase C-beta-1) (Phospholipase C-I) (PLC-I) (Phospholipase C-beta-1) (PLC-beta-1) [KIAA0581]	EC 3.1.4.11
PLCB4	20p12	Q15147	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4 (Phosphoinositide phospholipase C-beta-4) (Phospholipase C-beta-4) (PLC-beta-4)	EC 3.1.4.11
PLCG1	20q12-q13.1	P19174	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (PLC-148) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-II) (PLC-II) (Phospholipase C-gamma-1) (PLC-gamma-1) [PLC1]	EC 3.1.4.11
POFUT1	20q11	Q9H488	GDP-fucose protein O-fucosyltransferase 1 precursor (Peptide-O-fucosyltransferase 1) (O-FucT-1) [FUT12] [KIAA0180]	EC 2.4.1.221
PTGIS	20q13.11-q13.13 Q16647	PTGIS_HUMAN 601699 Prostacyclin synthase (EC 5.3.99.4) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152) (Prostaglandin I2 synthase) [CYP8] [CYP8A1]		
PTK6	20q13.3	Q13882	kinase 6 (Breast tumor kinase) (Tyrosine-protein kinase BRK) [BRK]	EC 2.7.10.2
PTPN1	20q13.1-q13.2	P18031	phosphatase non-receptor type 1 (Protein-tyrosine phosphatase 1B) (PTP-1B) [PTP1B]	EC 3.1.3.48
PTPRA	20p13	P18433	Receptor-type tyrosine-protein phosphatase alpha precursor (Protein-tyrosine phosphatase alpha) (R-PTP-alpha) [PTPA] [PTPRL2]	EC 3.1.3.48
PTPRT	20q12-q13	O14522	Receptor-type tyrosine-protein phosphatase T precursor (R-PTP-T) (Receptor-type tyrosine-protein phosphatase rho) (RPTP-rho) [KIAA0283]	EC 3.1.3.48
PYGB	20p11.1-p11.2	P11216	phosphorylase, brain form	EC 2.4.1.1
RBCK1	20p13	Q9BYM8	RanBP-type and C3HC4-type zinc finger-containing protein 1 (HBV-associated factor 4) (Heme-oxidized IRP2 ubiquitin ligase 1) (HOIL-1) (Hepatitis B virus X-associated protein 4) (RING finger protein 54) (RING-type E3 ubiquitin transferase HOIL-1) (Ubiquitin-conjugating enzyme 7-interacting protein 3) [C20orf18] [RNF54] [UBCE7IP3] [XAP3] [XAP4]	EC 2.3.2.31
RNF114	20q11.21-q11.23 Q9Y508	RN114_HUMAN 612451 E3 ubiquitin-protein ligase RNF114 (EC 2.3.2.27) (RING finger protein 114) (RING-type E3 ubiquitin transferase RNF114) (Zinc finger protein 228) (Zinc finger protein 313) [ZNF228] [ZNF313]		
SGK2	20q13.2	Q9HBY8	kinase Sgk2 (Serum/glucocorticoid-regulated kinase 2)	EC 2.7.11.1
SMOX	20p13	Q9NWM0	oxidase (Polyamine oxidase 1) (PAO-1) (PAOh1) [C20orf16] [SMO] [UNQ3039/PRO9854]	EC 1.5.3.16
SPO11	20q13.2-q13.3	Q9Y5K1	Meiotic recombination protein SPO11 (Cancer/testis antigen 35) (CT35)	EC 5.6.2.2
SPTLC3	20p12.1	Q9NUV7	Serine palmitoyltransferase 3 (Long chain base biosynthesis protein 2b) (LCB2b) (Long chain base biosynthesis protein 3) (LCB 3) (Serine-palmitoyl-CoA transferase 3) (SPT 3) [C20orf38] [SPTLC2L]	EC 2.3.1.50
SRC	20q11.2	P12931	tyrosine-protein kinase Src (Proto-oncogene c-Src) (pp60c-src) (p60-Src) [SRC1]	EC 2.7.10.2
SRMS	20q13.33	Q9H3Y6	kinase Srms [C20orf148]	EC 2.7.10.2
SRXN1	20p13	Q9BYN0	Sulfiredoxin-1 [C20orf139] [SRX] [SRX1]	EC 1.8.98.2
STK35	20p13	Q8TDR2	Serine/threonine-protein kinase 35 (CLP-36-interacting kinase 1) (CLIK-1) (PDLIM1-interacting kinase 1) (Serine/threonine-protein kinase 35 L1) [CLIK1] [PDIK1] [STK35L1]	EC 2.7.11.1
STK4	20q11.2-q13.2	Q13043	kinase 4 (Mammalian STE20-like protein kinase 1) (MST-1) (STE20-like kinase MST1) (Serine/threonine-protein kinase Krs-2) [Contains: Serine/threonine-protein kinase 4 37kDa subunit (MST1/N); Serine/threonine-protein kinase 4 18kDa subunit (MST1/C)] [KRS2] [MST1]	EC 2.7.11.1
SULF2	20q12-q13.2	Q8IWU5	Extracellular sulfatase Sulf-2 precursor (hSulf-2) (Arylsulfatase) (N-acetylglucosamine-6-sulfatase) [Contains: Extracellular sulfatase Sulf-2 secreted form] [KIAA1247] [UNQ559/PRO1120]	EC 3.1.6.14
TGM2	20q12	P21980	gamma-glutamyltransferase 2 (Erythrocyte transglutaminase) (Heart G alpha(h)) (hhG alpha(h)) (Isopeptidase TGM2) (Protein G alpha(h)) (G(h)) (Protein-glutamine deamidase TGM2) (Protein-glutamine dopaminyltransferase TGM2) (Protein-glutamine histaminyltransferase TGM2) (Protein-glutamine noradrenalinyltransferase TGM2) (Protein-glutamine serotonyltransferase TGM2) (Tissue transglutaminase) (tTG) (tTgase) (Transglutaminase C) (TG(C)) (TGC) (TGase C) (Transglutaminase H) (TGase H) (Transglutaminase II) (TGase II) (Transglutaminase-2) (TG2) (TGase-2) (hTG2)	EC 3.5.1.44
TGM3	20q11.2	Q08188	gamma-glutamyltransferase E precursor (Transglutaminase E) (TG(E)) (TGE) (TGase E) (Transglutaminase-3) (TGase-3) [Contains: Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain; Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain]	EC 2.3.2.13
TGM6	20p13	O95932	Protein-glutamine gamma-glutamyltransferase 6 (Transglutaminase Y) (TGY) (TGase Y) (Transglutaminase-3-like) (TGase-3-like) (Transglutaminase-6) (TG6) (TGase-6) [TGM3L]	EC 2.3.2.13
TOP1	20q12-q13.1	P11387	topoisomerase 1 (DNA topoisomerase I)	EC 5.6.2.1
TP53RK	20q13.2	Q96S44	complex subunit TP53RK (Atypical serine/threonine protein kinase TP53RK) (Nori-2) (TP53-regulating kinase) (p53-related protein kinase) [C20orf64] [PRPK]	EC 2.7.11.1
UBE2C	20q13.11	O00762	Ubiquitin-conjugating enzyme E2 C ((E3-independent) E2 ubiquitin-conjugating enzyme C) (E2 ubiquitin-conjugating enzyme C) (UbcH10) (Ubiquitin carrier protein C) (Ubiquitin-protein ligase C) [UBCH10]	EC 2.3.2.24
UBOX5	20p13	O94941	RING finger protein 37 (RING-type E3 ubiquitin transferase RNF37) (U-box domain-containing protein 5) (UbcM4-interacting protein 5) (hUIP5) (Ubiquitin-conjugating enzyme 7-interacting protein 5) [KIAA0860] [RNF37] [UBCE7IP5] [UIP5]	EC 2.3.2.27
UCKL1	20q13.33	Q9NWZ5	Uridine-cytidine kinase-like 1 [URKL1] [F538]	EC 2.7.1.48
ADARB1	21q22.3	P78563	RNA-specific editase 1 (RNA-editing deaminase 1) (RNA-editing enzyme 1) (dsRNA adenosine deaminase) [ADAR2] [DRADA2] [RED1]	EC 3.5.4.37
AGPAT3	21q22.3	Q9NRZ7	acyltransferase gamma (1-acylglycerol-3-phosphate O-acyltransferase 3) (1-AGP acyltransferase 3) (1-AGPAT 3) (Lysophosphatidic acid acyltransferase gamma) (LPAAT-gamma) [LPAAT3] [UNQ759/PRO1490]	EC 2.3.1.51
BACE2	21q22.3	Q9Y5Z0	Beta-secretase 2 precursor (Aspartic-like protease 56 kDa) (Aspartyl protease 1) (ASP1) (Asp 1) (Beta-site amyloid precursor protein cleaving enzyme 2) (Beta-site APP cleaving enzyme 2) (Down region aspartic protease) (DRAP) (Memapsin-1) (Membrane-associated aspartic protease 1) (Theta-secretase) [AEPLC] [ALP56] [ASP21] [CDA13] [UNQ418/PRO852]	EC 3.4.23.45
CBR1	21q22.2	P16152	reductase [NADPH] 1 (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (20-beta-hydroxysteroid dehydrogenase) (Alcohol dehydrogenase [NAD(P)+] CBR1) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (PG-9-KR) (Prostaglandin-E(2) 9-reductase) (Short chain dehydrogenase/reductase family 21C member 1) [CBR] [CRN] [SDR21C1]	EC 1.1.1.189
CBR3	21q22.2	O75828	reductase [NADPH] 3 (NADPH-dependent carbonyl reductase 3) (Quinone reductase CBR3) (Short chain dehydrogenase/reductase family 21C member 2) [SDR21C2]	EC 1.6.5.10
CBS	21q22.3	P35520	beta-synthase (Beta-thionase) (Serine sulfhydrase)	EC 4.2.1.22
DIP2A	21q22.3	Q14689	Disco-interacting protein 2 homolog A (DIP2 homolog A) [C21orf106] [DIP2] [KIAA0184]	EC 6.2.1.1
DYRK1A	21q22.2	Q13627	Dual specificity tyrosine-phosphorylation-regulated kinase 1A (Dual specificity YAK1-related kinase) (HP86) (Protein kinase minibrain homolog) (MNBH) (hMNB) [DYRK] [MNB] [MNBH]	EC 2.7.12.1
FTCD	21q22.3	O95954	(Formiminotransferase-cyclodeaminase) (FTCD) (LCHC1) [Includes: Glutamate formimidoyltransferase (Glutamate formiminotransferase) (Glutamate formyltransferase); Formimidoyltetrahydrofolate cyclodeaminase (Formiminotetrahydrofolate cyclodeaminase)]	EC 4.3.1.4
GART	21q22.1	P22102	purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)] [PGFT] [PRGS]	EC 2.1.2.2
HLCS	21q22.2	P50747	ligase (Biotin apo-protein ligase) [Includes: Biotin--[methylmalonyl-CoA-carboxytransferase] ligase Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase (Holocarboxylase synthetase) (HCS); Biotin--[methylcrotonoyl-CoA-carboxylase] ligase Biotin--[acetyl-CoA-carboxylase] ligase	EC 6.3.4.15)
HUNK	21q22.1	P57058	up-regulated neu tumor-associated kinase (B19) (Serine/threonine-protein kinase MAK-V) [MAKV]	EC 2.7.11.1
LSS	21q22.3	P48449	synthase (2,3-epoxysqualene--lanosterol cyclase) (Oxidosqualene--lanosterol cyclase) (OSC) (hOSC) [OSC]	EC 5.4.99.7
LTN1	21q22.1	O94822	ubiquitin-protein ligase listerin (RING finger protein 160) (RING-type E3 ubiquitin transferase listerin) (Zinc finger protein 294) [C21orf10] [C21orf98] [KIAA0714] [RNF160] [ZNF294] [HSPC087]	EC 2.3.2.27
MCM3AP	21q22.3	O60318	associated nuclear protein (GANP) (80 kDa MCM3-associated protein) (MCM3 acetylating protein) (MCM3AP) (MCM3 acetyltransferase) [GANP] [KIAA0572] [MAP80]	EC 2.3.1.48
PDE9A	21q22.3	O76083	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	EC 3.1.4.35
PDXK	21q22.3	O00764	kinase (Pyridoxine kinase) [C21orf124] [C21orf97] [PKH] [PNK] [PRED79]	EC 2.7.1.35
PFKL	21q22.3	P17858	ATP-dependent 6-phosphofructokinase, liver type (ATP-PFK) (PFK-L) (6-phosphofructokinase type B) (Phosphofructo-1-kinase isozyme B) (PFK-B) (Phosphohexokinase)	EC 2.7.1.11
POFUT2	21q22.3	Q9Y2G5	GDP-fucose protein O-fucosyltransferase 2 precursor (Peptide-O-fucosyltransferase 2) (O-FucT-2) [C21orf80] [FUT13] [KIAA0958]	EC 2.4.1.221
PRMT2	21q22.3	P55345	arginine N-methyltransferase 2 (Histone-arginine N-methyltransferase PRMT2) [HMT1] [HRMT1L1]	EC 2.1.1.319
RIPK4	21q22.3	P57078	Receptor-interacting serine/threonine-protein kinase 4 (Ankyrin repeat domain-containing protein 3) (PKC-delta-interacting protein kinase) [ANKRD3] [DIK]	EC 2.7.11.1
SETD4	21q22.13	Q9NVD3	SET domain-containing protein 4 [C21orf18] [C21orf27]	EC 2.1.1.364
SIK1	21q22.3	P57059	kinase SIK1 (Salt-inducible kinase 1) (SIK-1) (Serine/threonine-protein kinase SNF1-like kinase 1) (Serine/threonine-protein kinase SNF1LK) [SIK] [SNF1LK]	EC 2.7.11.1
SOD1	21q22.1	P00441	dismutase [Cu-Zn] (Superoxide dismutase 1) (hSod1)	EC 1.15.1.1
SYNJ1	21q22.1	O43426	Synaptojanin-1 (Synaptic inositol 1,4,5-trisphosphate 5-phosphatase 1) [KIAA0910]	EC 3.1.3.36
TMPRSS15	21q21.1	P98073	precursor (Enterokinase) (Serine protease 7) (Transmembrane protease serine 15) [Contains: Enteropeptidase non-catalytic heavy chain; Enteropeptidase catalytic light chain] [ENTK] [PRSS7]	EC 3.4.21.9
TMPRSS2	21q22.3	O15393	Transmembrane protease serine 2 precursor (Serine protease 10) [Contains: Transmembrane protease serine 2 non-catalytic chain; Transmembrane protease serine 2 catalytic chain] [PRSS10]	EC 3.4.21.122
TPTE	21p11	P56180	tyrosine-protein phosphatase TPTE (Cancer/testis antigen 44) (CT44) (Transmembrane phosphatase with tensin homology) (Tumor antigen BJ-HCC-5)	EC 3.1.3.48
TTC3	21q22.2	P53804	ubiquitin-protein ligase TTC3 (Protein DCRR1) (RING finger protein 105) (RING-type E3 ubiquitin transferase TTC3) (TPR repeat protein D) (Tetratricopeptide repeat protein 3) (TPR repeat protein 3) [DCRR1] [RNF105] [TPRD]	EC 2.3.2.27
UBE2G2	21q22.3	P60604	Ubiquitin-conjugating enzyme E2 G2 (E2 ubiquitin-conjugating enzyme G2) (Ubiquitin carrier protein G2) (Ubiquitin-protein ligase G2) [UBC7]	EC 2.3.2.23
USP16	21q22.1	Q9Y5T5	Ubiquitin carboxyl-terminal hydrolase 16 (Deubiquitinating enzyme 16) (Ubiquitin thioesterase 16) (Ubiquitin-processing protease UBP-M) (Ubiquitin-specific-processing protease 16) [MSTP039]	EC 3.4.19.12
USP25	21q11.2	Q9UHP3	Ubiquitin carboxyl-terminal hydrolase 25 (Deubiquitinating enzyme 25) (USP on chromosome 21) (Ubiquitin thioesterase 25) (Ubiquitin-specific-processing protease 25) [USP21]	EC 3.4.19.12
